year	author	title	id	lang
1913	Ђорђевић, Владан (1844-1930)	У фронт : приповетка из живота једног бившег краља : ELTeC издање	SRP19131_VladanDj_UFront	srp
1913	Ћоровић, Светозар (1875-1919)	Јарани : приповетка : ELTeC издање	SRP19132_SvetozarC_Jarani	srp
1914	Ускоковић, Милутин (1884-1915)	Чедомир Илић : роман : ELTeC издање	SRP19140_MilutinU_CedomirIlic	srp
1914	Ђуричић, Младен Ст. (1889-1987)	Кад шуме таласи : ELTeC издање	SRP19141_MladenDj_KadSumeTalasi	srp
1918	Јанковић, Милица (1881-1939)	Пре среће : ELTeC издање	SRP19180_MilicaJ_PreSrece	srp
1918	Петровић, Драгомир С.	Војник Стојан : недовршен ратни роман : ELTeC издање	SRP19181_DragomirSP_VojnikStojan	srp
1919	Секулић, Исидора (1877-1958)	Ђакон Богородичине цркве : ELTeC издање	SRP19190_IsidoraS_Djakon	srp
1919	Ћоровић, Светозар (1875-1919)	У ћелијама : ELTeC издање	SRP19192_SvetozarC_Ucelijama	srp
1920	Шишковић, Драгомир (????-????)	Један од многих : роман из престоничког живота : ELTeC издање	SRP19200_DragomirS_JedanOd	srp
1920	Нушић, Бранислав (1864-1938)	Деветсто петнаеста : трагедија једног народа : ELTeC издање	SRP19201_BranislavN_1915	srp
1920	Суботић, Каменко (1870-1932)	Легија смрти : роман из Балканског рата 1912/1913. (написао Бранислав Јуришић) : ELTeC издање	SRP19203_KamenkoS_LegijaSmrti	srp
1841	 Квітка-Основ'яненко, Григорій (1778-1843)	Сердешна Оксана : ELTeC видання	UKR18411_KvitkaSerdeshnaOksana	ukr
1857	Куліш, Пантелеймон (1819-1897)	Чорна рада, хроніка 1663 року : ELTeC видання	UKR18571_KulishChornaRada	ukr
1858	 Квітка-Основ'яненко, Григорій (1778-1843)	Конотопська відьма : ELTeC видання	UKR18581_KvitkaKonotopskaVidma	ukr
1858	 Квітка-Основ'яненко, Григорій (1778-1843)	Козир-дівка : ELTeC видання	UKR18582_KvitkaKozyrDivka	ukr
1858	Вовчок, Марко [Марія Вілінська] (1833-1907)	Козачка : ELTeC видання	UKR18583_VovchokKozachka	ukr
1861	Нечуй-Вітер, А. [Олександра Куліш-Білозерська] (1828-1911)	Не було змалку - не буде й до'станку : ELTeC видання	UKR18611_KulishBilozerskaNeBuloZmalku	ukr
1862	Вовчок, Марко [Марія Вілінська] (1833-1907)	Інститутка : ELTeC видання	UKR18621_VovchokInstytutka	ukr
1862	Вовчок, Марко [Марія Вілінська] (1833-1907)	Від себе не втечеш : ELTeC видання	UKR18622_VovchokVidSebeNeVtechesh	ukr
1865	Вовчок, Марко [Марія Вілінська] (1833-1907)	Дев'ять братів і десята сестриця Галя : ELTeC видання	UKR18651_VovchokDeviatBrativ	ukr
1872	Мирний, Панас [Панас Рудченко] (1849-1920)	Лихий попутав. Оповідання : ELTeC видання	UKR18722_MyrnyiLykhyiPoputav	ukr
1873	Федькович, Юрій (1834-1888)	Фармазони : ELTeC видання	UKR18731_FedkovychFarmazony	ukr
1875	Яковенко, О. [Олександр Кониський] (1836-1900)	Семен Жук і його родичі. Хроніка : ELTeC видання	UKR18751_KonyskyiSemenZhuk	ukr
1877	Барвінок, Василь [Володимир Барвінський] (1850-1883)	Скошений цвіт (Виїмок з галицьких образків) : ELTeC видання	UKR18771_BarvinokSkoshenyiTsvit	ukr
1879	Стороженко, Олекса (1806-1874)	Марко Проклятий. Поема : ELTeC видання	UKR18791_StorozhenkoMarkoProkliatyi	ukr
1880	Мирний, Панас [Панас Рудченко] (1849-1920)	Хіба ревуть воли, як ясла повні? Роман з народнього життя : ELTeC видання	UKR18801_MyrnyiKhibaRevutVoly	ukr
1883	Франко, Іван (1856-1916)	Захар Беркут : Образ громадського життя Карпатської Русі в XIII віці : ELTeC видання	UKR18831_FrankoZakharBerkut	ukr
1884	Франко, Іван (1856-1916)	Boa constrictor : Повість : ELTeC видання	UKR18841_FrankoBoaConstrictor	ukr
1887	Пчілка, Олена [Ольга Косач] (1849-1930)	Товаришки : Оповідання : ELTeC видання	UKR18871_PchilkaTovaryshky	ukr
1894	Українка, Леся [Лариса Косач] (1871-1913)	Жаль. Оповідання : ELTeC видання	UKR18941_UkrainkaZhal	ukr
1894	Кобилянська, Ольга (1863-1942)	Людина. Повість з життя жіночого : ELTeC видання	UKR18942_KobylianskaLiudyna	ukr
1895	Кримський, Агатангел (1871-1942)	Не порозуміються. (Оповідання). : ELTeC видання	UKR18951_KrymskyiNePorozumiiutsia	ukr
1898	Мордовець, Данило [Данило Мордовцев] (1830-1905)	Дві долі. Повість : ELTeC видання	UKR18981_MordovetsDviDoli	ukr
1899	Кониський, Олександр (1836-1900)	Хвора душа (споминки баби Оришки Прядчихи) : ELTeC видання	UKR18991_KonyskyiKhvoraDusha	ukr
1899	Кониський, Олександр (1836-1900)	Баба Явдоха : ELTeC видання	UKR18992_KonyskyiBabaIavdokha	ukr
NA	Левицький, Іван [Іван Нечуй-Левицький](1837-1918)	Гетьман Іван Виговський. Історична повість : ELTeC видання	UKR18993_LevytskyiHetmanIvanVyhovskyi	ukr
1900	Франко, Іван (1856-1916)	Перехресні стежки : ELTeC видання	UKR19001_FrankoPerekhresniStezhky	ukr
1883	Грінченко, Борис (1863-1910)	Серед темної ночі : ELTeC видання	UKR19011_HrinchenkoSeredTemnoiNochi	ukr
1901	Українка, Леся [Лариса Косач] (1871-1913)	Над морем. Оповідання : ELTeC видання	UKR19012_UkrainkaNadMorem	ukr
1902	Грінченко, Борис (1863-1910)	Під тихими вербами : ELTeC видання	UKR19021_HrinchenkoPidTykhymyVerbamy	ukr
1902	Кобилянська, Ольга (1863-1942)	Земля. Оповідання : ELTeC видання	UKR19022_KobylianskaZemlia	ukr
1902	Маковей, Осип (1867-1925)	Клопоти Савчихи : ELTeC видання	UKR19023_MakoveiKlopotySavchykhy	ukr
1902	Романова, Одарка (1853-1922)	Акула. Оповідання : ELTeC видання	UKR19024_RomanovaAkula	ukr
1905	Чернявський, Микола (1868-1938)	Vae victis!.. (Оповідання) : ELTeC видання	UKR19051_CherniavskyiVaeVictis	ukr
1905	Українка, Леся [Лариса Косач] (1871-1913)	Приязнь (Оповідання з життя волинського Полісся) : ELTeC видання	UKR19052_UkrainkaPryiazn	ukr
1909	Кобилянська, Ольга (1863-1942)	В неділю рано зілля копала. (Оповідання) : ELTeC видання	UKR19091_KobylianskaVNediliuRanoZilliaKopala	ukr
1909	Мирний, Панас [Панас Рудченко] (1849-1920)	Дурниця. Оповіданнє : ELTeC видання	UKR19092_MyrnyiDurnytsia	ukr
1910	Грінченко, Борис (1863-1910)	Брат на брата. Оповідання : ELTeC видання	UKR19101_HrinchenkoBratNaBrata	ukr
1911	 Тесленко, Архип (1882-1911)	Страчене життє : ELTeC видання	UKR19111_TeslenkoStracheneZhyttie	ukr
1911	Хоткевич, Гнат (1878-1938)	Камінна душя : ELTeC видання	UKR19112_KhotkevychKaminnaDushia	ukr
1911	Воробкевич, Сидір (1836-1903)	Месть чорногорця. Образ з минувшости сербських чорногорців : ELTeC видання	UKR19113_VorobkevychMestChornohortsia	ukr
1912	Коцюбинський, Михайло (1864-1913)	Тіні забутих предків. : ELTeC видання	UKR19121_KotsiubynskyiTiniZabutykhPredkiv	ukr
1912	Яцків, Михайло (1873-1961)	Блискавиці. Суспільна студія : ELTeC видання	UKR19122_IatskivBlyskavytsi	ukr
1917	Мартович, Лесь (1871-1916)	Забобон. Повість : ELTeC видання	UKR19171_MartovychZabobon	ukr
1917	Винниченко, Володимир (1880-1951)	Записки Кирпатого Мефістофеля. Роман : ELTeC видання	UKR19172_VynnychenkoZapyskyKyrpatohoMefistofelia	ukr
1918	Назарук, Осип (1883-1940)	Князь Ярослав Осмомисл. Історична повість : ELTeC видання	UKR19181_NazarukKniazYaroslavOsmomysl	ukr
1919	Кащенко, Адріан (1858-1921)	Борці за правду. Історичне оповідання : ELTeC видання	UKR19191_KashchenkoBortsiZaPravdu	ukr
1919	Кащенко, Адріан (1858-1921)	З Дніпра на Дунай. Оповідання з часів скасування Запорозької Січі : ELTeC видання	UKR19192_KashchenkoZDnipraNaDunai	ukr
1919	Кащенко, Адріан (1858-1921)	Під Корсунем. Історична повість : ELTeC видання	UKR19193_KashchenkoPidKorsunem	ukr
1920	Королів-Старий, Василь (1879-1943)	Чмелик. Роман для юнацтва з ілюстраціями : ELTeC видання	UKR19201_KorolivChmelyk	ukr
